-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 01/01/2021 
Location: Latitude  27.5706   Longitude 80.0982 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 142.28 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
-END HEADER-
YEAR,MO,DY,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,T2M,TS,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_LW_DWN
2020,7,24,-266.31,32.82,25.98,20.32,79.94,0.62,29.17,29.71,0.5,2.1,0.41,14.26,435.58
2020,7,25,-266.29,32.56,25.7,20.45,81.44,4.92,28.94,29.51,0.45,2.05,0.4,13.32,443.8
2020,7,26,-265.11,33.94,25.9,20.02,75.44,0.41,30.01,30.52,0.52,2.24,0.42,14.58,447.7
2020,7,27,-264.02,36.11,26.97,20.69,71.25,0.47,31.58,31.81,0.38,1.54,0.3,10.35,446.6
2020,7,28,-268.92,30.9,26.67,21.42,85.31,40.87,28.65,28.51,0.38,1.51,0.29,10.25,447.51
2020,7,29,-269.47,29.67,25.98,21.18,89.81,31.86,27.62,27.46,0.2,0.98,0.19,6.29,444.85
2020,7,30,-268.7,29.65,25.2,20.39,88.81,5.29,27.21,27.34,0.31,1.28,0.25,8.75,442.84
2020,7,31,-265.68,32.81,25.35,21.24,84.06,9.21,28.91,29.3,0.4,1.72,0.33,11.17,445.1
2020,8,1,-266.63,32.57,26.05,21.55,82.19,3.77,29.51,29.48,0.42,1.83,0.35,11.89,444.67
2020,8,2,-265.24,34.09,26.18,21.67,79.06,3.12,30.32,30.49,0.45,1.83,0.35,12.23,443.71
2020,8,3,-265.3,34.53,26.68,22.46,79.12,2.35,30.87,30.88,0.34,1.31,0.26,9.09,448.25
2020,8,4,-266.47,34.31,27.64,23.13,80.06,4.8,31.1,31.42,0.54,2.36,0.45,15.16,450.86
2020,8,5,-268.45,32.08,27.37,22.58,85.19,2.17,29.55,29.38,0.51,2.28,0.45,14.72,443.08
2020,8,6,-266.66,33.21,26.73,21.36,81.69,1.07,29.51,29.45,0.5,2.17,0.42,14.6,445.92
2020,8,7,-266.87,32.48,26.2,21.55,84.38,0.84,29.07,29.33,0.58,2.52,0.48,16.55,442.01
2020,8,8,-264.36,34.33,25.54,21.12,78.94,1.71,29.94,30.51,0.47,2.05,0.39,13.38,450.62
2020,8,9,-266.68,33.31,26.83,22.22,83.5,2.59,29.76,30.02,0.36,1.59,0.31,10.32,448.27
2020,8,10,-270.4,29.38,26.63,21.61,91.0,3.25,27.71,27.66,0.43,1.98,0.38,12.53,446.91
2020,8,11,-268.1,31.28,26.23,21.79,88.88,23.17,28.28,28.3,0.41,1.78,0.34,11.34,451.4
2020,8,12,-266.7,32.22,25.78,22.22,88.38,27.02,28.65,28.47,0.37,1.62,0.31,10.32,451.76
2020,8,13,-267.92,31.61,26.38,22.16,89.0,37.86,28.51,28.56,0.17,0.82,0.16,5.52,444.48
2020,8,14,-266.71,32.37,25.94,22.16,87.31,19.16,28.87,29.02,0.17,0.79,0.16,5.42,441.8
2020,8,15,-266.54,32.47,25.86,21.91,87.19,0.4,28.73,29.01,0.4,1.74,0.34,11.5,445.2
2020,8,16,-267.02,32.48,26.36,21.91,86.0,1.54,28.98,29.23,0.5,2.1,0.41,14.14,446.28
2020,8,17,-265.59,33.25,25.69,22.03,84.44,0.59,29.44,29.76,0.58,2.37,0.45,15.99,447.77
2020,8,18,-267.58,31.74,26.17,21.79,86.06,0.68,28.84,28.89,0.49,2.05,0.4,13.62,449.19
2020,8,19,-268.91,30.59,26.35,22.22,90.31,7.45,28.26,28.15,0.32,1.43,0.28,9.4,440.55
2020,8,20,-266.66,32.37,25.87,21.3,85.62,0.5,28.64,28.59,0.57,2.23,0.44,15.36,433.06
2020,8,21,-266.98,30.69,24.51,19.47,84.56,0.24,27.34,27.41,0.53,2.19,0.42,14.78,438.27
2020,8,22,-266.53,31.36,24.74,20.14,85.75,2.26,27.63,27.73,0.39,1.64,0.32,11.34,446.1
2020,8,23,-267.26,31.48,25.59,20.94,87.06,13.0,28.05,28.15,0.44,1.88,0.37,12.38,444.05
2020,8,24,-266.89,31.24,24.98,20.2,84.88,1.77,27.91,28.26,0.48,2.02,0.39,13.34,442.16
2020,8,25,-265.63,32.46,24.94,20.75,83.88,0.05,28.58,29.05,0.56,2.14,0.41,14.52,439.3
2020,8,26,-266.98,32.18,26.01,21.42,85.38,2.25,28.8,28.96,0.59,2.26,0.44,15.23,436.38
2020,8,27,-266.53,32.42,25.8,21.3,84.81,3.6,28.82,29.08,0.55,2.16,0.41,14.48,437.64
2020,8,28,-266.49,32.26,25.6,20.75,84.25,3.71,28.51,28.83,0.51,2.02,0.39,13.82,436.2
2020,8,29,-265.86,32.39,25.09,20.69,84.19,0.97,28.41,28.47,0.52,2.05,0.4,13.94,446.27
2020,8,30,-266.86,31.49,25.2,19.84,82.75,0.08,28.06,28.25,0.48,1.85,0.36,12.63,438.2
2020,8,31,-264.5,32.76,24.12,19.71,80.75,0.01,28.44,28.87,0.62,2.36,0.45,16.04,430.88
2020,9,1,-265.22,33.54,25.61,20.45,79.81,0.0,29.3,29.47,0.5,1.93,0.38,13.16,437.3
2020,9,2,-267.36,31.74,25.96,20.81,83.06,1.73,28.8,28.9,0.37,1.5,0.3,10.2,439.12
2020,9,3,-266.97,32.27,26.09,21.12,85.5,1.93,28.6,28.63,0.51,1.82,0.36,13.12,436.3
2020,9,4,-265.7,32.83,25.38,20.51,80.12,0.01,29.26,29.49,0.56,1.95,0.38,13.93,431.96
2020,9,5,-265.41,33.47,25.73,20.32,78.44,0.8,29.47,29.83,0.54,1.8,0.35,12.99,429.06
2020,9,6,-265.61,33.48,25.94,21.18,80.38,1.84,29.75,30.05,0.47,1.69,0.33,11.69,430.8
2020,9,7,-266.54,33.14,26.52,21.3,82.25,1.15,29.35,29.36,0.53,1.88,0.37,12.98,427.89
2020,9,8,-264.99,34.3,26.15,20.39,74.44,0.04,30.43,30.53,0.52,1.77,0.34,12.54,428.63
2020,9,9,-266.81,33.31,26.97,19.9,74.44,0.16,29.96,30.05,0.49,1.53,0.3,11.14,426.84
2020,9,10,-263.77,35.02,25.64,19.1,70.81,0.01,30.24,30.13,0.5,1.55,0.3,11.0,424.73
2020,9,11,-263.42,35.81,26.07,18.01,65.5,0.0,30.77,31.04,0.52,1.55,0.3,11.36,429.55
2020,9,12,-263.45,34.98,25.28,18.37,69.75,0.04,30.13,30.64,0.42,1.25,0.24,8.95,433.62
2020,9,13,-263.52,34.73,25.09,18.25,70.25,0.46,29.76,30.26,0.44,1.27,0.25,9.32,437.98
2020,9,14,-264.16,34.85,25.86,18.49,69.81,1.09,29.97,30.64,0.32,0.96,0.19,7.38,438.93
2020,9,15,-265.0,33.32,25.16,19.23,75.25,0.62,29.23,29.79,0.39,1.11,0.22,8.21,436.5
2020,9,16,-263.36,35.57,25.78,19.53,71.19,0.89,30.73,31.19,0.42,1.1,0.22,8.1,435.21
2020,9,17,-261.16,38.01,26.03,18.19,62.12,0.04,32.01,32.24,0.49,1.38,0.27,10.12,434.23
2020,9,18,-263.15,38.46,28.46,17.09,55.06,0.16,32.98,32.94,0.52,1.52,0.3,11.22,434.34
2020,9,19,-261.85,37.12,25.81,18.13,65.06,0.01,31.08,32.08,0.43,1.3,0.26,9.45,430.57
2020,9,20,-262.83,35.98,25.65,19.04,68.94,0.0,30.81,31.96,0.64,1.94,0.38,14.37,417.31
2020,9,21,-262.16,37.36,26.37,18.43,63.75,0.0,31.62,32.63,0.63,2.05,0.4,14.73,425.67
2020,9,22,-265.66,34.31,26.83,19.1,72.44,5.35,29.87,30.56,0.6,1.95,0.38,13.96,425.3
2020,9,23,-267.51,30.4,24.76,19.65,85.25,13.71,27.3,27.61,0.33,1.25,0.24,8.48,441.98
2020,9,24,-265.13,32.69,24.67,19.59,79.44,19.71,28.62,29.08,0.29,1.02,0.2,7.09,429.35
2020,9,25,-261.53,35.45,23.83,15.5,62.06,0.07,29.46,28.78,0.5,1.34,0.26,10.1,420.05
2020,9,26,-261.07,36.54,24.46,13.12,50.31,0.0,30.33,29.22,0.55,1.43,0.28,11.05,418.66
2020,9,27,-260.68,35.45,22.99,14.34,59.12,0.0,28.84,29.26,0.52,1.28,0.25,9.94,412.63
2020,9,28,-261.54,35.68,24.07,13.85,55.88,0.0,29.37,29.0,0.6,1.54,0.3,12.12,399.2
2020,9,29,-258.91,36.23,21.99,11.78,50.69,0.0,28.39,27.98,0.62,1.59,0.31,12.41,394.05
2020,9,30,-256.98,35.75,19.58,10.44,48.06,0.0,27.65,27.04,0.65,1.8,0.35,13.34,390.02
2020,10,1,-256.85,35.88,19.58,11.6,52.69,0.0,27.62,27.76,0.66,1.76,0.34,13.19,383.59
2020,10,2,-258.98,35.92,21.75,12.51,53.44,0.0,28.38,28.9,0.63,1.63,0.31,12.36,388.3
2020,10,3,-258.1,36.07,21.01,11.66,50.56,0.0,28.69,28.62,0.62,1.51,0.3,12.02,395.21
2020,10,4,-259.47,36.33,22.65,11.54,46.88,0.0,29.22,29.32,0.56,1.43,0.27,10.86,405.88
2020,10,5,-257.87,36.62,21.34,10.01,42.81,0.0,28.88,28.55,0.63,1.5,0.3,12.05,387.3
2020,10,6,-257.38,36.69,20.92,8.54,36.38,0.0,28.73,28.07,0.66,1.55,0.3,12.35,375.63
2020,10,7,-258.74,35.94,21.53,9.89,43.06,0.0,28.22,28.01,0.62,1.54,0.3,11.85,379.23
2020,10,8,-257.29,36.17,20.31,10.56,48.12,0.0,27.83,28.37,0.6,1.49,0.29,11.55,384.32
2020,10,9,-256.28,36.08,19.21,9.89,46.69,0.0,27.55,27.65,0.66,-999.0,0.3,12.46,378.34
2020,10,10,-257.26,36.5,20.61,9.52,41.81,0.0,28.31,27.9,0.67,1.63,0.32,12.75,380.07
2020,10,11,-259.77,36.12,22.73,9.16,37.5,0.0,29.28,28.36,0.63,1.54,0.3,11.92,391.74
2020,10,12,-259.15,36.0,22.0,11.17,46.0,0.0,29.01,28.98,0.62,1.48,0.29,11.53,399.96
2020,10,13,-259.51,36.69,23.04,13.79,54.62,0.0,29.65,30.22,0.6,1.45,0.28,11.34,416.2
2020,10,14,-261.37,35.9,24.12,15.14,59.56,0.0,29.66,30.44,0.58,1.3,0.25,10.45,404.78
2020,10,15,-261.1,36.54,24.49,15.93,61.0,0.0,30.53,31.21,0.59,1.31,0.26,10.56,402.39
2020,10,16,-259.77,37.05,23.68,10.68,43.94,0.0,29.29,29.6,0.61,1.29,0.25,10.65,387.62
2020,10,17,-257.42,36.58,20.86,9.16,40.19,0.0,27.97,28.46,0.62,1.36,0.27,10.85,361.93
2020,10,18,-258.01,36.6,21.45,8.3,38.0,0.0,27.69,27.73,0.57,1.11,0.22,9.39,365.2
2020,10,19,-258.76,34.93,20.54,6.84,34.19,0.0,26.12,25.98,0.58,1.15,0.23,9.69,370.32
2020,10,20,-254.53,35.62,17.0,6.41,34.88,0.0,25.34,25.39,0.69,1.38,0.27,11.75,359.69
2020,10,21,-254.71,35.08,16.63,5.37,29.56,0.0,25.38,24.44,0.62,1.24,0.24,10.52,357.83
2020,10,22,-258.02,34.53,19.4,7.75,37.25,0.0,26.2,25.64,0.59,1.07,0.21,9.44,376.78
2020,10,23,-257.54,35.23,19.63,7.39,36.38,0.0,26.4,25.87,0.59,1.1,0.22,9.74,376.79
2020,10,24,-257.2,35.08,19.12,6.23,31.88,0.0,25.72,24.71,0.62,1.14,0.23,10.06,364.77
2020,10,25,-258.31,34.79,19.94,6.1,31.56,0.0,25.35,23.92,0.62,1.12,0.22,9.88,361.66
2020,10,26,-257.32,34.3,18.47,5.86,32.81,0.0,24.45,23.6,0.62,1.05,0.21,9.69,346.89
2020,10,27,-256.0,33.65,16.51,6.04,35.5,0.0,23.93,23.54,0.63,1.11,0.22,10.07,347.28
2020,10,28,-256.76,32.15,15.76,5.43,32.56,0.0,23.44,22.43,0.64,1.09,0.22,10.09,342.3
2020,10,29,-258.86,32.99,18.7,5.19,29.12,0.0,24.12,22.9,0.63,1.12,0.22,10.17,349.62
2020,10,30,-254.83,33.95,15.63,5.55,32.94,0.0,23.51,23.37,0.66,1.2,0.24,10.77,351.46
2020,10,31,-255.49,33.02,15.37,5.74,34.69,0.0,22.95,22.87,0.64,1.14,0.23,10.2,346.23
2020,11,1,-256.64,31.77,15.26,5.07,33.25,0.0,21.9,21.64,0.5,0.81,0.16,7.45,351.01
2020,11,2,-254.88,31.19,12.92,4.58,31.62,0.0,20.83,20.31,0.55,0.78,0.16,7.67,338.29
2020,11,3,-255.6,31.3,13.74,4.7,32.19,0.0,21.43,20.49,0.55,0.74,0.15,7.41,341.73
2020,11,4,-257.28,30.97,15.1,4.82,30.69,0.0,21.94,20.48,0.59,0.8,0.16,8.02,333.14
2020,11,5,-258.63,29.02,14.5,5.62,37.06,0.0,21.47,19.43,0.48,0.63,0.12,6.21,375.9
2020,11,6,-255.67,31.33,13.84,5.07,34.62,0.0,21.26,20.19,0.55,0.7,0.14,7.11,366.98
2020,11,7,-256.57,30.51,13.93,4.88,32.81,0.0,21.44,19.79,0.55,0.72,0.14,7.17,360.51
2020,11,8,-257.64,30.57,15.06,5.07,33.69,0.0,21.44,19.98,0.55,0.66,0.13,6.92,357.54
2020,11,9,-257.93,29.58,14.36,4.82,33.0,0.0,20.99,19.58,0.59,-999.0,0.15,7.79,339.55
2020,11,10,-258.29,31.27,16.42,5.92,36.0,0.0,22.4,21.06,0.65,0.93,0.19,9.32,328.84
2020,11,11,-259.34,30.44,16.63,7.32,42.75,0.0,22.7,21.98,0.63,-999.0,0.19,9.21,351.52
2020,11,12,-260.87,30.29,18.01,7.45,43.5,0.0,23.3,22.33,0.6,0.81,0.16,8.41,357.06
2020,11,13,-258.06,31.08,15.99,6.59,40.75,0.0,22.49,22.07,0.59,0.82,0.16,8.23,345.4
2020,11,14,-257.74,30.94,15.52,6.1,36.62,0.0,23.0,21.8,0.57,0.72,0.15,7.38,339.32
2020,11,15,-258.96,31.08,16.9,7.14,39.69,0.0,23.69,22.89,0.54,0.74,0.15,7.3,370.21
2020,11,16,-263.33,25.9,16.08,10.31,69.06,14.6,20.54,20.47,0.59,0.85,0.17,8.38,365.8
2020,11,17,-259.17,28.5,14.52,8.18,56.25,0.0,20.5,20.76,0.63,0.88,0.18,8.83,340.23
2020,11,18,-258.88,28.56,14.3,7.45,49.75,0.0,20.85,21.08,0.58,0.73,0.15,7.6,356.23
2020,11,19,-261.51,27.35,15.71,7.51,48.81,0.0,21.01,21.32,0.45,0.59,0.12,5.89,351.72
2020,11,20,-258.92,27.21,12.98,4.82,37.69,0.0,18.9,19.07,0.61,0.72,0.15,7.54,317.98
2020,11,21,-256.94,27.07,10.86,4.15,36.38,0.0,17.48,17.52,0.68,0.81,0.16,8.75,308.29
2020,11,22,-256.12,26.61,9.58,3.72,35.0,0.0,16.62,16.47,0.7,0.77,0.16,9.09,300.61
2020,11,23,-256.49,26.63,9.96,3.42,28.81,0.0,17.9,16.42,0.6,0.62,0.12,7.51,313.31
2020,11,24,-258.52,26.92,12.3,3.6,27.44,0.0,19.04,17.05,0.59,0.6,0.12,7.19,309.77
2020,11,25,-262.28,26.94,16.07,4.21,29.0,0.0,20.26,18.58,0.52,0.58,0.12,6.47,332.91
2020,11,26,-260.49,27.4,14.74,4.82,36.12,0.0,19.47,19.11,0.51,0.56,0.11,6.33,340.99
2020,11,27,-256.79,28.77,12.41,6.35,49.25,0.0,19.21,19.38,0.62,0.68,0.14,7.88,329.82
2020,11,28,-256.12,28.0,10.96,4.88,39.88,0.0,18.21,18.19,0.68,0.81,0.16,8.83,321.69
2020,11,29,-256.52,26.93,10.3,4.39,37.62,0.0,17.47,17.17,0.65,0.74,0.15,8.18,333.1
2020,11,30,-256.82,27.01,10.68,3.97,34.19,0.0,17.32,16.23,0.6,0.67,0.13,7.46,344.07
2020,12,1,-258.54,25.99,11.38,4.15,34.31,0.0,17.72,16.3,0.58,0.59,0.12,6.73,334.69
2020,12,2,-256.13,27.92,10.9,5.07,40.75,0.0,18.16,17.5,0.57,0.63,0.12,6.98,350.21
2020,12,3,-256.77,27.83,11.45,5.49,43.12,0.0,18.6,17.66,0.53,0.5,0.1,6.03,354.12
2020,12,4,-259.42,27.05,13.33,5.0,36.62,0.0,19.52,17.18,0.51,0.45,0.09,5.57,349.9
2020,12,5,-258.84,28.25,13.94,5.0,35.56,0.0,20.01,17.64,0.53,0.52,0.1,6.1,342.5
2020,12,6,-259.19,29.26,15.3,5.31,36.75,0.0,20.36,18.64,0.55,0.53,0.11,6.35,342.42
2020,12,7,-257.02,28.55,12.42,5.13,39.31,0.0,19.06,18.48,0.51,0.52,0.1,6.03,356.99
2020,12,8,-259.22,27.65,13.72,5.31,40.5,0.0,18.87,17.98,0.49,0.5,0.1,5.82,376.26
2020,12,9,-256.03,29.23,12.12,5.49,40.5,0.0,19.55,18.73,0.43,0.45,0.09,5.25,393.7
2020,12,10,-256.24,30.15,13.24,6.04,42.81,0.0,20.26,19.78,0.41,0.45,0.09,5.12,383.55
2020,12,11,-257.99,29.14,13.98,6.29,43.25,0.0,20.69,20.37,0.29,0.43,0.09,4.28,395.82
2020,12,12,-260.0,27.9,14.76,8.24,56.69,0.07,20.64,20.99,0.41,0.5,0.1,5.26,368.85
2020,12,13,-260.42,25.9,13.18,6.77,54.81,0.0,18.33,18.53,0.6,0.58,0.12,6.93,321.95
2020,12,14,-258.56,24.51,9.93,4.21,39.88,0.0,15.7,15.94,0.65,0.71,0.14,7.72,301.56
2020,12,15,-260.66,22.52,10.03,4.15,37.31,0.0,16.31,16.67,0.54,0.57,0.12,6.41,322.56
2020,12,16,-259.49,24.74,11.08,3.78,33.06,0.0,16.57,16.73,0.57,0.55,0.11,6.63,307.07
2020,12,17,-258.36,21.08,6.29,2.5,29.81,0.0,12.63,12.85,0.67,0.62,0.12,7.43,264.84
2020,12,18,-255.13,22.21,4.19,2.38,29.31,0.0,11.94,11.94,0.58,0.64,0.12,6.99,300.21
2020,12,19,-253.78,24.36,4.99,2.26,27.19,0.0,12.92,12.55,0.53,0.63,0.12,6.55,322.41
2020,12,20,-254.88,22.98,4.7,2.38,28.06,0.0,12.76,12.16,0.42,0.51,0.1,5.26,331.36
2020,12,21,-255.99,24.02,6.87,3.05,31.38,0.0,14.46,14.25,0.55,0.57,0.12,6.57,322.09
2020,12,22,-256.85,26.19,9.89,3.48,31.5,0.0,16.45,16.05,0.43,0.48,0.09,5.39,323.11
2020,12,23,-257.32,26.0,10.17,3.36,30.62,0.0,16.33,15.53,0.58,0.54,0.11,6.69,315.86
2020,12,24,-256.31,25.2,8.37,3.36,33.38,0.0,15.21,14.74,0.55,0.48,0.09,5.92,308.06
2020,12,25,-256.03,24.87,7.76,2.99,31.88,0.0,14.55,14.27,0.67,0.66,0.13,7.67,281.91
2020,12,26,-254.67,24.92,6.44,3.3,35.25,0.0,14.37,13.65,0.65,0.65,0.13,7.54,288.45
2020,12,27,-258.2,23.73,8.78,3.36,31.44,0.0,15.44,14.08,0.56,0.55,0.11,6.24,313.34
2020,12,28,-260.18,23.4,10.44,3.6,33.38,0.0,15.36,14.94,0.44,0.48,0.09,5.02,336.45
2020,12,29,-255.95,22.93,5.73,2.75,31.5,0.0,13.08,13.18,0.56,0.49,0.1,6.02,288.81
2020,12,30,-257.27,20.71,4.83,2.75,34.75,0.0,11.67,11.92,0.6,0.56,0.12,6.8,287.89
2020,12,31,-254.62,23.62,5.08,2.62,32.06,0.0,12.28,12.15,0.45,0.5,0.1,5.44,324.88
2021,1,1,-254.92,24.0,5.77,3.11,30.94,0.0,14.38,13.37,0.47,0.52,0.11,5.72,329.34
